,precision,recall,f1-score,support
0,1.0,0.9943401080524826,0.9971620227038183,3887.0
1,0.99444724886421,1.0,0.9972158947101999,3940.0
accuracy,0.997189216813594,0.997189216813594,0.997189216813594,0.997189216813594
macro avg,0.997223624432105,0.9971700540262414,0.9971889587070091,7827.0
weighted avg,0.9972048243931247,0.997189216813594,0.997189141102329,7827.0
