,precision,recall,f1-score,support
0,0.9610042735042735,0.9256496012348855,0.942995675534006,3887.0
1,0.9292187117315699,0.9629441624365482,0.945780879970086,3940.0
accuracy,0.9444231506324262,0.9444231506324262,0.9444231506324262,0.9444231506324262
macro avg,0.9451114926179217,0.9442968818357169,0.944388277752046,7827.0
weighted avg,0.9450038757293339,0.9444231506324262,0.9443977076635773,7827.0
