,precision,recall,f1-score,support
0,1.0,0.2626146788990826,0.4159854677565849,872.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,1.0
4,0.43315508021390375,0.6377952755905512,0.5159235668789809,127.0
accuracy,0.31,0.31,0.31,0.31
macro avg,0.28663101604278074,0.18008199089792676,0.18638180692711317,1000.0
weighted avg,0.9270106951871657,0.31,0.4282616208773726,1000.0
