,precision,recall,f1-score,support
0,1.0,0.2552954292084727,0.40674955595026646,897.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,11.0
4,0.33689839572192515,0.6847826086956522,0.45161290322580644,92.0
accuracy,0.292,0.292,0.292,0.292
macro avg,0.26737967914438504,0.18801560758082497,0.17167249183521457,1000.0
weighted avg,0.9279946524064171,0.292,0.4064027387841632,1000.0
