,precision,recall,f1-score,support
0,0.9940337224383917,0.9858502701312066,0.9899250839576337,3887.0
1,0.9861530715005036,0.9941624365482233,0.9901415571284126,3940.0
accuracy,0.9900344959754696,0.9900344959754696,0.9900344959754696,0.9900344959754696
macro avg,0.9900933969694476,0.990006353339715,0.9900333205430232,7827.0
weighted avg,0.9900667153226028,0.9900344959754696,0.990034053459725,7827.0
